recommendationid,content,voted_up,votes_up,votes_funny,weighted_vote_score,playtime_at_review_min,playtime_forever_min,author_steamid,timestamp_created
226566288,굳,1,0,0,0.5,1552,1706,76561198381632278,1779904543
226560366,국산 소울겜이 이정도 퀄로 나오면 감사하지. 다 좋긴 했는데 그중에서 특히 최적화가 개쩜,1,0,0,0.5,6812,6812,76561199274897398,1779899204
226548314,"탄탄한 내러티브, 멋진 연출",1,0,0,0.5,2771,2784,76561198146303689,1779887602
226525041,8.5/10,1,0,0,0.5,4491,4593,76561197992815037,1779854300
226376911,국산스울라이크의 시작인게임중에하나 네오위즈덕분에 이런재밌게한 국산게임은 처음이다.  소울라이크 입문하기에도 좋은게임 명품명작게임이라고 생각한다. p의거짓2가 빨리나오기를  p의거짓을 시작으로 수많은 국산 명작게임이 계속잘나와야한다.,1,0,0,0.5,12792,12872,76561198056776940,1779704527
226371454,막았다고 ㅇㅅㅇ;;,1,0,0,0.5,3002,3002,76561198356058598,1779696906
226370596,어렵긴한데 게임 분위기가 너무 취향임,1,1,0,0.5,1098,1098,76561199443246882,1779695574
226260031,"액션, 스토리를 잘 버무린 맛있는 소울라이크 게임입니다. 첫 소울라이크를 피의 거짓으로 플레이 했는데, 후회되지 않는 선택이었던 것 같네요. 아니, 탁월한 선택이었던 거 같습니다.",1,1,0,0.5,10946,11127,76561198335137070,1779574613
226129704,"소울라이크 게임의 입문작으로 굉장히 좋다고 생각함. 서술한 평가는 DLC를 제외한 도전과제 올 클리어에 3회차까지 진행한 시점을 기준으로의 평가임.  1. 장점 -뛰어난 스토리: 대부분의 스토리 라인이 탄탄하고 메인 스토리와 엔딩 역시도 만족할만한 방향이었음. -나쁘지 않은 조작감: 일부 소울라이크 게임들이 조작성으로 많이 비판 받는다는점을 생각하면 타격감 및 조작성의 측면에선 만족할만한 느낌을 받았음. 특히 페이블 아츠 (무기 고유 스킬) 모션이나 사운드는 잘 디자인되었다고 생각함. -고정된 루트: 이 부분은 단점에서도 설명하겠지만 일단 장점으로 보자면 엘든링이나 다크소울 시리즈에서 보이던 '꼬인 맵'이 거의 등장하지 않음. 메인 스토리의 진행에 있어서 쭉 달리기만 한다면 소울류 입문자 기준으로도 5시간 안에 엔딩을 볼 수 있을 정도. (물론 초회차에선 추천하지 않음)  이런 맵 디자인은 라이트 유저나 소울류 입문자들에게는 굉장히 친절한 요소이기에 긍정적으로 생각함. -좋은 최적화: 진행에 있어서 프레임 드랍을 겪은적이 한번도 없고, 모델링이 깨진적도 한번도 없음. 이외의 버그도 거의 손에 꼽을 정도로 없음. 특히 이전 다른 소울류에서 자주 겪던 사물에 '낑김' 현상도 경험한적이 한번도 없음. -음반 GOAT: 보스전 및 특정 퀘스트 클리어시 음반을 얻을 수 있는데 여기서 들을 수 있는 음악이 상당히 좋음. 게임 분위기와도 잘 어울리고 몰입도를 높여줌.  2. 단점 -뭔가 먹어본 맛: 사실 p의 거짓이 잘만든 게임은 맞으나 게임성이 뛰어나다고 하기는 어렵다고 봄. 소울류 게임을 조금 해본 사람이라면 알겠지만 뭔가 블러드본에 세키로와 다크 소울을 섞어놓은 듯한 맛이 남. 시스템 적으로 기타 소울류와 차이나는 점은 페이블 아츠나 무기 조합 정도 밖에 없는것 같음. 물론 아는 맛이라 괜찮긴한데 독창성은 0점에 가까움. -이상한 밸런스 구조: 후반부로 갈수록 보스전보다 잡몹 때려잡는 시간이 더 길어짐. 특히 후반부에 나오는 잡몹들 중에 연타로 그로기를 넣는 몹이 있는데 좁은 골목에 2,3마리만 배치되어도 무한 그로기를 경험해볼수 있음. 이런 패턴이 달라진 몹만 늘어나면 모를까 최종장에 다다르면 잡몹이 거의 엘리트 몹으로 구성되게 됨. 즉, 새로운 형태의 강한적을 배치한다라기 보다는 스펙이 높은 엘리트  적을 여러마리 배치해서 소모전을 유도하는 느낌을 받았음. 물론 그냥 뛰어가기만 해도 거의 패스가 가능하긴 한지라 큰 문제라기 보단 개인적인 아쉬움에 가까움.  -고정된 루트: 앞에서 이야기한 장점에 포함되는 부분이지만 소울류를 사랑하는 사람들에게는 이런 점이 오히려 단점이 될 수도 있다고 생각함. 일단 3회차를 클리어하는데 40시간 정도가 걸렸는데 이는 다른 소울 게임들과 비교하면 1,2회차 정도의  분량밖에 되지 않는다고 생각함. 즉, 맵을 일자 형태로 만들면서 난이도와 불필요한 행동들은 줄였지만 탐험 요소와 오픈월드, 던전의 요소는 거의 다 버렸다고 보면 됨. 이는 누군가에겐 치명적인 단점으로 보일수도 있다고 생각함. -특정 보스의 불합리함: 보통의 소울류 게임들이 스텟이 높은 보스들과 넓은, 적어도 충분한 공간에서 교전을 진행한다면 p의 거짓에서는 좁은 곳, 다대일의 보스 전투가 꽤 자주 일어남. 그리고 이러한 보스들의 평가와 난이도가 그렇게 좋지 못한 것을 생각하면 몇 몇 보스, 미니 보스에 대한 부정적인 평가를 안 줄 수가 없음. 특히 무장이나 도구들이 부족한 초회차에서 이러한 요소들은 진행에 있어서 꽤 치명적임.  -몇몇 무기군의 불편함: 앞선 단점들이 게임을 클리어 해본 사람이라면 대부분 공감할만한 것이라면 이건 개인적인 생각인데, 특정 무기들이 필드에서 굉장히 쓰기가 불편함. 여러무기를 쓰는것을 좋아하고 p의 거짓에는 충분히 여러무기와 조합이 가능함. 물론 무기들간의 성능차이와 우열이 존재하는 것은 당연하지만 필드에서 무기가 걸치적거려서 쓰기 힘들다는 것은 납득이 어려운 부분임. 대부분 골목과 길 사이로 게임이 진행되는 만큼 모션이 큰 무기들의 공격이 취소되는 일이 너무 잦음.   3. 총평 탄탄한 스토리와 익숙한 재미 요소로 확실히 좋은 게임, 재미있는 게임으로 생각함. 특히 스토리의 진행 방식과 다양한 음악들은 감명깊게 즐겼음. 아마 소울 장르의 뉴비라면 아주 재밌게, 소울류의 이해도가 높은 게이머라면 충분히 즐길만한 수준으로 플레이하지 않을까 싶음.",1,1,0,0.5,2328,2328,76561199046532058,1779444704
226124907,"장점  타격감 : 키마로 했는데 사운드나 이펙트가 정말 좋아서 전투를 재미있게 만든 요소였다. 뒤잡/앞잡, 퍼펙트 가드, 잡기 당할 시 특수 연출 등 찰진 효과음과 연출이 너무 좋았다.  전투 : 회피/가드/퍼펙트 가드를 전부 적절히 사용하여 플레이하게 만든 점이 정말 취향이었다. 엘든링을 하다 넘어와서 처음에는 회피 플레이를 고수했는데, 검은 토끼단 맏형한테 대검으로 몇 번 썰리고 나서야 가드와 퍼펙트 가드가 필수라는 것을 알게 되었다. 후반부 보스일수록 각 패턴을 회피할 것인지, 가드할 것인지, 퍼펙트 가드할 것인지 제대로 판단해야 클리어가 가능하도록 설계한 느낌이다. 이런 순간적인 판단과 피지컬이 중요한 전투를 잘 만들었다고 생각한다.  여기에 펄스전지 회복 시스템은 전투를 더욱 긴박하고 성취감 있게 만들었다. 회복약인 펄스전지를 전부 소모할 경우 상대를 공격해야만 다시 1개를 주는데, 이 시스템 덕분에 전투를 더욱 아슬아슬하게 이어나가게 해주고 긴장감이 유지되었다. 이 시스템 덕분에 필드를 돌파하고 보스를 격파할 때 펄스전지가 없더라도 적극적으로 공격하게 만든다.  무기 조합 : 그동안 소울 게임 하면서 필요 능력치 때문에 쓰고 싶어도 못 쓴 무기가 많아 아쉬웠는데, 이 게임에서 날만큼은 자유롭게 사용이 가능해서 좋았다. 여러 가지 날과 손잡이로 무기 조합하면서 실험이 가능했는데, 덕분에 게임 플레이의 많은 부분에서 전을 구웠다.  음반, 고양이 : goat. 음반 듣고 고양이 쓰다듬으며 무기 조합하고 놀면 된다.   아쉬운 점  본편 필드 : 틀림없이 재밌긴 하다. 그런데 계속 무언가 아쉬운 느낌이 들었는데, 필드에서 주는 다양성이 그리 크지 않아서이지 않을까 생각해본다. 비교군이 가혹하기는 한데, 엘든링의 레아 루카리아 학원, 화산관, 도읍 로데일, 성수 버팀목 에프레펠을 보다가 p구라 필드를 보면 밋밋하다는 느낌을 지울 수가 없다. dlc 서곡 필드가 정말 재미있었던 것을 보면 경험에서 오는 격차인 것 같다.  p기관 해방 : 소비 아이템인 쿼츠를 사용해 부가 능력을 얻을 수 있는데, 굳이 레벨 시스템과 분리되어 존재해야 할 시스템인지는 잘 모르겠다. 투척 아이템 사용 횟수 증가는 적재력을, 리게인 관련 능력은 체력을 높여 강화할 수 있게 만들 수 있었을 텐데, 이런 점들을 하나로 묶어 p기관 해방으로 만든 듯 하다.  가드에 익숙해졌을 때의 문제 : 회피 플레이를 하다 가드/퍼펙트 가드 플레이를 하기에는 쉬운데, 그 반대가 어렵다. 인형의 왕 보스전 이전에는 대부분 가드/퍼펙트 가드로 보스전 클리어가 가능했을 텐데, 인형의 왕부터는 그게 쉽지 않다. dlc 악어처럼 회피 플레이를 권장하는 보스를 초반에 넣었으면 어땠을까 싶다.   후기  정말 재미있게 플레이한 게임. 본편을 재미있게 플레이했다면 dlc를 구매할 것을 강력하게 권한다. 본편의 아쉬웠던 점을 제대로 충족시켜준다. 후속작 개발에 착수했다던데 더 발전되어 나오면 정말 재미있는 게임이 될 것 같다.",1,0,0,0.5,3287,3287,76561199223883579,1779437721
226121876,재밌다,1,1,0,0.5,795,1166,76561198395129760,1779432762
226051112,재밌음,1,0,0,0.5,5221,5761,76561198127601538,1779350860
226016330,할만함,1,0,0,0.5,1773,2212,76561198094562478,1779305888
225849732,별 기대 없었는데 생각보다 훨씬 좋았음,1,0,0,0.5,1861,1861,76561198132586249,1779118460
225834587,"P의 거짓의 첫이미지는 우아하고 매혹적인 소울라이크류였다. 특히 약공과 강공으로 차곡차곡 모은 페이블을 통해 기술기를 썼을 때의 파란 이펙트와 날붙이의 갈리는 효과음의 전율은 P의 거짓을 구매하기에 충분한 이유가 되었다.  스토리를 밀며 P의 거짓이 이야기하고 싶은 내용이 내가 어릴 때 보고 자란 피노키오의 모험을 재해석한 것임을 알아냈을 때의 신선한 충격은, 한국 게임의 패러다임이 한 단계 더 높은 차원으로 도약했음을 확신하게 만들었다.  나아가 P의 거짓만의 독특한 무기 조합으로 다양한 챕터와 회차를 밀며 시스템에 익숙해질 때쯤, 손에 익은 무기로 보스를 몰아붙일 때의 폭발적인 쾌감은 시각적·청각적으로 강렬하게 전달된다. 수많은 시행착오 끝에 나만의 완벽한 빌드를 찾아내고 그것이 전투에서 폭발할 때 오는 전율과 카타르시스는, 게이머로서의 완벽한 승리감이 글을 읽는 이들에게도 고스란히 전해지길 바란다.",1,0,0,0.5,2247,2776,76561198319057557,1779102594
225832868,소울라이크 첫입문작인데 진짜 꿀잼입니당,1,0,0,0.5,1837,3068,76561198314173811,1779100195
225770856,"소울류 입문을 P의 거짓으로 시작했어요.  긴장감있게 즐겼고, DLC도 해보려 해요.",1,0,0,0.5,2046,2046,76561198120088726,1779032723
225737478,1회차에서는 성검이 옳고 dlc까지하면 그의 칼로 2회차가 옳다 2회차때는 거의 소울겜말고 소프트한 액션겜이라는 느낌이였습니다. 제발 한국인이라면 피구라 합시다!!!,1,0,0,0.5,2841,2841,76561199107374885,1779003552
225731556,소울라이크 입문자에게 추천하기에도 나름 쉬운편이라 좋고 이미 썩어버린 사람들도 재밌게 할만한게임 막보스말고는 다 원트할정도로 난이도자체는 어렵지않았음,1,0,0,0.5,1110,1110,76561198086495297,1778996711
225651640,소울라이크 갓겜 스토리도 괜찮음,1,0,0,0.5,2133,2133,76561199801650634,1778928552
225591255,예전에 구매하고 방치하다가 아까워서 플레이 해 봤는데 스토리도 너무 좋고 전투도 너무 재미있었습니다,1,0,0,0.5,1733,2443,76561199748513857,1778870126
225557385,나의 소울라이크 입문을 도와준 고마운 친구 물론 신나게 쳐맞기만한 친구 아직은 1회차 끝내고 유기하였지만 언젠간 n회차도 반드시 즐기렵니다 소울류 화이팅! 네오위즈 화이팅! 라운드8 화이팅!!,1,0,0,0.5,2236,2236,76561198417684815,1778845125
225547391,"연출, 그래픽, 최적화, 스토리, 전투 모두 뛰어난 수작. 단점은 난이도가 매우 높은 것이지만 난이도를 조절할 수 있기에 누구나 플레이 할 수 있는 게임",1,0,0,0.5,2287,2725,76561198206567261,1778835275
225465125,국산 소울라이크 명작..,1,0,0,0.5,3014,3292,76561198313220880,1778758699
225411128,"처음 리뷰 남기는 것 같아요. 소울라이크 입문용으로 좋고, 동시에 게임의 완성도가 미쳤습니다.  최적화는 유명하니 정말 좋고, 게임 스토리 음악 뭐 하나 빠지지 않습니다.  dlc까지 하시는 걸 추천드려요. 정말 재미있습니다. 전 두번 이상 깼네요.",1,0,0,0.5,4156,4994,76561198010468319,1778686481
225318375,어렵지만서도 재밌습니다.,1,0,0,0.5,2472,2474,76561199527387558,1778559310
225250459,재밌네,1,0,0,0.5,1208,1778,76561198019550415,1778472267
225172898,굿,1,0,0,0.5,2440,3460,76561199011867591,1778392154
225169224,같이고통받자,1,0,0,0.5,251,2141,76561198880671340,1778387387
225143214,tq 살려줘 살려줘 해서 살렸더니 진엔딩 못봤네 개ㅈ같다  보통 나한테 안식을 줘 하다가 살려줘 제발.. 하면 살리는 쪽이 진엔딩 아니냐,1,3,1,0.52173912525177002,3302,3336,76561199191752186,1778358715
225108441,K-소울라이크,1,0,0,0.5,62,62,76561199550326756,1778329739
224974267,스토리 전투 어느 것 하나 본가에 절대 뒤지지 않는.. 그런데 dlc에서는 본가를 넘어섰다고 봅니다,1,1,0,0.5,2734,2801,76561199199303912,1778172993
224956856,GOOD,1,0,0,0.5,2230,3861,76561198929796425,1778156033
224898316,rnt,1,0,0,0.5,1573,2506,76561198856263341,1778079446
224843404,재밋음,1,0,0,0.5,265,1599,76561199020413193,1778004805
224824969,"난이도 기능이 추가되어 소울겜 입문작으로 해봤는데 너무 재밌게 플레이했다. 우선 최적화와 편의성이 너무 마음에 들었고, 무기도 다양하고 조합할 수 있어 전투시에도 지루하지 않았다. 맵도 직관적이라 길찾기도 어렵지않고, 숨겨진 아이템 상자도 찾는 재미가 있었다. 스토리도 빈약하지 않고 굉장히 밀도있다. 단점으로는 아무래도 소울장르이다 보니 움직임이 답답하여 짜증을 유발할떄가 많았다. 잡몹배치라던가 어이없게 낙사하는 경우가 잦았다. 하지만 우리나라에서 이 정도에 게임을 만들어준 것에 대해 감사하다. 갓겜 ㅇㅈ!!",1,1,0,0.5,2757,3026,76561198100407013,1777986821
224823481,무척 재밌게 즐겼습니다.,1,0,0,0.5,6586,8442,76561198784556606,1777985104
224814259,이 게임을 이제야 하게 되네  진작 할 걸 ㅋㅋ  개꿀잼,1,0,0,0.5,1105,2496,76561198824329832,1777971803
224803401,9/10    소울라이크지만 세계관 스토리가 뛰어나서 아주 재미있는 영화 한편을 본 것 같다,1,0,0,0.5,3174,3174,76561198978178177,1777953413
224775751,재밌음,1,0,0,0.481474876403808594,1629,3282,76561199579803818,1777919151
224727954,맵 곳곳에서 다크소울 시리즈의 느낌이 난다,1,0,0,0.5,1016,1851,76561198088206884,1777860231
224651061,블본느낌도 있고 너무 좋아요~ 갑툭튀요소는 좀.. 많이 놀랬습니다 ㅋㅋ 진짜 심장이 철렁...  블본했을 생각이 나서 너무 재밌게 했습니다. 시간가는줄 모르겠습니다!!,1,0,0,0.5,805,1457,76561198146269631,1777785446
224648619,8회차돌린 유저입니다.  인생 첫 소울라이크게임이고 2편 기대중입니다. dlc 무조건 같이사세요  스토리가 매우 깊고 주변시야에 들어오는 그래픽이 엄청난 여운을 줍니다.,1,0,0,0.5,10218,10437,76561198839062273,1777782229
224574170,"Kingdom come deliverance 2, 33 원정대, 그리고 P의 거짓까지.. 마음 속 깊이 여운을 남기는 이 게임들은 공통적으로 올바른 헤어짐에 대한 숙고를 종용한다.  여느 누구에게나 애도의 순간은 찾아오길 마련이다, 애초의 모든 만남과 길들임의 종착역은 이별, 혹은 사별이기 때문에.  그렇기에 우리는 만남의 순간 너머 헤어짐에 대하여, 길들여진 시간 너머 홀로 서는 것에 대하여 숙고하지 않을 수 없다.  경험이라는 미명 하에 누군가를 상처입히지 않기 위해.",1,1,0,0.523809552192687988,2785,3863,76561198122330350,1777708904
224528693,인생게임,1,0,0,0.481474876403808594,6136,6321,76561199172279665,1777659256
224497706,굿 너무좋아요,1,0,0,0.5,1859,1859,76561198814204898,1777631692
224437619,최고의 게임,1,0,0,0.5,2236,4343,76561198111492809,1777565792
224427036,"본편이랑 DLC 둘 다 진짜 재밌게 했다.  세계관 자체가 꽤 흥미롭고 분위기도 충분히 어두운 편이라 계속 몰입하게 된다.  필드 분위기, 스토리 전개, 보스 디자인까지 전체적으로 완성도 높다는 느낌이 강했다.  보스전도 잘 만들어진 편이고, OST도 상황이랑 잘 맞아서 긴장감 살려주는 역할을 잘 한다.  전투 자체도 타격감 괜찮고, 보스 무력화 됐을 때 딜 우겨넣는 구간은 손맛이 확실히 있다.  무기 쪽도 특이한 시스템이 있는데, 손잡이랑 날을 따로 조합해서 쓰는 구조라서 처음엔 개성은 확실한데 굳이 이렇게까지 나눴어야 하나 싶은 느낌도 조금 있었다. 결국 보스 무기는 분리해서 못 쓰고.. 그래도 결과적으로는 무기 커스터마이징 느낌을 주려는 시도라서 독특한 재미로 남긴 한다.  그리고 리전암 시스템도 그냥 보조 기능 수준이 아니라 전투에서 은근히 도움이 많이 된다.  완전히 메인 딜링은 아니지만 상황에 따라 보조적으로 써먹는 재미가 있어서 이게 오히려 개성으로 살아있는 편이라 재밌게 활용했다.  전체적으로 “잘 만든 소울라이크” 느낌을 넘어서 그냥 완성도 자체가 높은 게임이라는 느낌이다.  한국 게임이라는 점도 더 뿌듯하게 느껴졌다.",1,1,0,0.5,3118,3118,76561198082182854,1777556746
224414729,게임이 완성도가 너무 높다.  한국이 싱글 게임을 이 정도 수준으로 만들 수 있다고?  스토리/비주얼/타격감 죽이고 난이도 딱 적당하고 좋네.    개인적으로 무기 업그레이드 자원이 부족해서 무기가 종류는 많지만 실질적으로 쓸 수 있는게 제한되는건 좀 아쉽. 다회차를 유도한 시스템인거 같긴한데 다회차는 스토리 보고 하는 편이라 좀 아쉽,1,1,0,0.5,980,2039,76561198114349019,1777541353
224410989,팬 게임도 예술이 될 수 있구나,1,0,0,0.5,1828,2839,76561198007323806,1777535417
224357130,재미있다,1,0,0,0.481474876403808594,4519,4519,76561199030184634,1777470704
224344830,재밌음,1,0,0,0.481474876403808594,1914,1946,76561199472250987,1777454463
224342245,존잼,1,0,0,0.481474876403808594,1488,3324,76561198388614720,1777450332
224336321,"이걸 평가를 어떻게 해야하나 한참 고민했는데 긍정평가 남기기로함. 26시간 걸려서 1회차 클리어하고 이름없는인형까지 잡았는데 개운하지가 않음. 필드는 대체로 재밌었고 흥미로웠으나 중간중간 뻔한 함정, 모르고 밟았다가 짜증나는 함정, 엿먹어보라고 만들어놓은 악의가 느껴지는 구간들이 뇌절에 가깝다고 느껴져 유쾌함보다는 불쾌함쪽에 가까웠음. 한두번 어쩌다가 걸려야 죽어도 유쾌하지 끝도 없으니까 뇌절 같다고 느껴짐. 게다가 대체로 그에 대한 보상은 진짜 별거 아니라서 허탈감이 있고. 그래도 미려한 맵디자인과 흥미로운 세계관, 아름다운 음악과 꽤 매력있는 캐디들, 몇몇 빼고는 적절한 난이도의 보스들 때문에 불쾌하면서도 꽤나 재밌는 게임이었다고 생각함",1,2,0,0.523809552192687988,1570,2706,76561198194798107,1777440873
224324267,갓겜,1,0,0,0.481474876403808594,2412,6774,76561198168783203,1777423645
224229221,good,1,0,0,0.481474876403808594,1090,5038,76561199041581325,1777312284
224217769,맵다. 맛있게 맵다.,1,0,0,0.5,1406,13866,76561199432665539,1777300991
224184223,아주 친절하고 불쾌함 없는 소울라이크. 본가급 퀄리티입니다.,1,0,0,0.5,2191,2505,76561198124566861,1777249415
224152436,DLC 3만원 개혜자,1,0,0,0.5,7537,8149,76561199028255952,1777219331
224110539,투척템 잘쓰에요,1,0,0,0.5,621,1524,76561199195171663,1777175297
224099473,그냥 스토리도 잘짜여있고 모션도 맛도리라 걍재밋음,1,0,0,0.5,1665,3548,76561198789595360,1777161419
223992343,굿 젬남,1,0,0,0.5,224,2207,76561199478821685,1777049998
223960132,"재미와 고통이 동시에 존재, 전 재미 있습니다.",1,0,0,0.5,3684,7874,76561198122902340,1777012116
223933919,한국 소울류겜을 찾고있다면 해야하는 1순위 게임,1,0,0,0.5,3144,3674,76561198734546093,1776974694
223910839,재미따,1,0,0,0.5,213,478,76561198314423145,1776952391
223902930,good,1,0,0,0.5,6102,6110,76561199472510506,1776943161
223883874,"닼소 2는 안해봤는데... 닼소3, 엘든링, 세키로보다도 패링타이밍이 어렵냐... 다른 사람들은 쉽다는데 프롬에 절여진 뇌라그런지 어렵다이 ㅜㅠ",1,0,0,0.5,918,1031,76561198175176393,1776910897
223861007,원조집과는 또 다른 맛이 있다,1,0,0,0.47413790225982666,3051,5170,76561198174532987,1776882206
223763102,잼씀,1,0,0,0.5,3806,4618,76561198119917222,1776765547
223757336,후속작이 기대가 되는 게임.,1,0,0,0.5,2869,2869,76561198258087966,1776755769
223694475,패링 타이밍 개빡시네,1,0,0,0.5,1190,2838,76561198120654903,1776682472
223665826,"음 일단 사놓고 한참 후에 플에이 하는데.. 난이도 불합리하다고 하던것들은 다 사라진듯... 스카우트 난이도로 하는데도 그저 그렇다.  근데 갑자기 난이도가 수직상승하는 구간이 있긴하다.. 소울 라이크 아류작이긴 한데, 굉장히 깔끔한 분위기에, 다크소울, 블러드 본, 세키로를 절묘하게 섞어놨다...  퍼펙트 방어를 해서 그로기를 시킨다는거나 (세키로) 줄어든 피를 공격으로 회복하거나 (블허드 본), 물론 오리지널리티도 잇다. 무기를 손잡이와 날로 구분해 조합하는것..   분위기는 블러드본의 의 런던 느낌과, 스팀 펑크 분위기를 절묘하게 섞어놨다. 초반 키 설정 좀 이상해서.. 나는 L3로 달리기를.. 달리는 중에 점프는 구르기 버튼으로 변경해줬다. 소울라이크는 타격감이 중요한데... 다크소울처럼 약간 먹먹한 타격감이 아니라.. 굉장히 찰진 타격감을 구현해나서 좋다...  다른것도 다 좋은데, 특히나 좋은게 OST.  역시나 DJMAX회사답게 엄청나게 좋은 음악들이 가득하다... 초반 서브 퀘스트에서 거짓말하고 얻은 음반을.. 인간성 얻기위해 귀찮아도 플레이하자.. 하고 가서 틀어봤을떄의 그 놀라움이란.... 이 게임 최고의 DLC는 사운드 트랙이란 말이 괜히 나오는게 아니다.",1,0,0,0.5,691,1449,76561198116037673,1776639497
223632515,게임 개 잘 만들었네  스토리 너무 감동적이어서 좋았고 엔딩 이후 본편에 변화가 생긴 디테일도 너무 좋았음  전투 씬도 너무 맘에 들었습니다,1,0,0,0.5,1327,2183,76561199445763424,1776611920
223630005,아주 재밌었습니다!,1,0,0,0.5,11316,12427,76561199083035263,1776610135
223593139,"오랜만에 소울라이크가 떙겨서 시리즈중 뭘 할까 고르던 도중 예전에 사놓고 좀 맘에 안들어서 묵혀놨던 피구라를 이제야 클리어 했네요  장점은 좋은 최적화와 미려한 비주얼, 소울시리즈 보다는 스토리 내러티브가 괜찮고 직관적인 맵 구성과 다회차 요소가 꽤 괜찮다는 점, 보스,필드 난이도도 꽤나 적절하게 책정되어 소울류 입문하기 좋다 정도   단점이라면 직관적이고 단순한 맵 구성에 탐색시 주는 보상들이 의미없는 소모품들만 뿌려놔 필드가 재미없다는 점   플레이 할수록 꽤나 정성들여 만든게 보이고 비주얼적으로나 게임성으로나 소울라이크중에선 제일 괜찮다는 느낌이 들었음   요즘 피곤한 게임이 싫어 dlc 플레이 예정은 아직 없으나 나중에 기회가 된다면 플레이해볼 의향은 있습니다",1,0,0,0.5,1910,1910,76561198069007794,1776574347
223540597,"더서지1,2, (구)로오폴, 어나더크랩 등등 각종 소울 아류작을 많이 했지만 그중에서 최고의 아류작 다만 네오위즈 평단 35000원 3000주 주주인 나의 특성상 네오위즈가 지금 수익권이었으면 훨씬 재밌었을거 같음  -64800원짜리 게임을 3000만원 주고 한 중년 게이머 올림- 주식 물려서 DLC는 못해봄 양전하면 살 예정",1,1,2,0.482758641242980957,1702,3303,76561198003636361,1776524577
223517268,굿,1,0,0,0.5,395,881,76561198870433369,1776504069
223499718,상당히 맛있는 소울게임  잘 만들었다,1,0,0,0.5,1641,3304,76561198372490585,1776483747
223470549,잘 만든 좋은 게임이란 건 팩트. 근데 그 성공이 결국 프롬의 시스템을 고대로 베껴서 가져왔기에 가능했단 점도 팩트. 후속작에서는 본인들만의 독창적인 게임을 만들기 바랍니다. 맵도 좀 성의있게 만들고. 너무 일자형이라 탐험하는 재미가 없잖아요.,1,0,0,0.454545468091964722,4146,4146,76561198366317084,1776452320
223429903,점프좀 재데로 만들어 내가 점프맵 하냐 대성당 진짜 마지막까지 와서 점프 안되면 처음부터 다시하는 그런거 할꺼면 점프좀 길게 하게 해주던가 점프 겁나짧아서 내가 뭔 소울라이크를 하나 점프맵을 하나 모르겠다 진짜 완전 끝에서 하는거 아니면 통과가 안되서 거기서 30분은 있었다 진짜 내가 생전 안하던 난이도 조절까지 하면서 했는데 진짜 그거말고도 구르기도 누르자마자 나가는게 아니라 던지는거 피하기도 어려워서 계속 낙사하고 진짜 좀,1,0,0,0.459357947111129761,303,1186,76561199814657455,1776416153
223372359,"개인적으로 소울류중 엘든링-스콜라-피의거짓 3등!  이유는 일단 편의성이 소울류중 미쳤음 템,퀘,길 딱히 신경안써도 되서 편해요 그렇다고 재미가 없지않음 이게중요  보스전은 말할거 없이 버릴보스가 더적습니다.  편의성이 좋은만큼 소울입문작으로 가장 좋을듯해요",1,0,0,0.5,3439,3439,76561199584395305,1776346865
223328281,"프롬의 그늘 아래, 절반의 성공  소울류의 문법은 충실히 따랐는데 자기 언어가 부족했다. 스토리는 주절주절 숨겨두는 대신 앞에서 잘 풀어줘서 그 부분은 오히려 차별점이라 느꼈고 보스전도 기대 이상으로 잘 만들어서 소울류의 핵심은 챙겼구나 싶었고. 게임이 모든 면에서 유저에게 친절하다는 느낌이 다가온다.  근데 큐브나 무기조합같은 자기들만의 시스템으로 차별점을 두려 한 흔적이 역력한데 하필 그게 제일 별로더라. 억지로 끼워넣은 느낌이랄까. 필드 난이도도 전반적으로 너무 낮아서 긴장감이 풀려버리는 구간들이 있었고 완성도가 아쉬운 부분들도 군데군데 보였다.  분명히 괜찮아 보이는 게임인데 막상 다 하고나면 프롬 게임들보다 성취감은 적고 차별점도 애매하게 남는다. 흉내는 잘 냈는데 넘어서진 못한, 근데 그 만듦새는 충분히 괜찮았던 작품.",1,4,0,0.520270287990570068,1586,1586,76561198044674754,1776281732
223323683,150시간쯤 하고 도전과제 다 따니까 슬슬 지겨워 지네요,1,0,0,0.5,9048,10114,76561198416276686,1776277034
223294833,소울라이크라고 불리는 3d액션 게임중에는 가장 잘 만든게임  액션부분에서 조금 더 발전하면 좋을거 같다 라운드 8스튜디오의 다음작이 기대된다,1,0,0,0.5,4292,4292,76561199644316541,1776241697
223284916,Wonderful,1,0,0,0.5,1914,4667,76561198011803038,1776222649
223129692,본편도 재밌었는데  DLC가 분량이 풍성하고 여운이 디게 많이 남았음  하지만 어딘지 모르게 씹히는 뼈가 마치 스꼴라같달까...    이게 맛있단 말이죠,1,5,0,0.587378621101379395,5572,5647,76561198371727893,1776019576
223092099,4.4 / 5,1,0,0,0.5,3196,3196,76561198164499958,1775986291
223079972,보스전이 정말 즐거우나 필드가 뭣같다 빌어먹을 폭격하는놈 때문에 아직도 손 못대고 있다,1,0,0,0.5,1702,1702,76561199066225993,1775971142
223074521,내 인생 최고의 게임,1,0,0,0.5,2429,4102,76561199046448211,1775964715
223072243,.,1,0,0,0.5,1798,1841,76561199733244457,1775961995
223003705,"아들아, 너는 세계제일의 구라쟁이가 되는거란다.",1,0,0,0.5,2381,2804,76561199089572261,1775895239
